Webangebote Angebot;Unique Clients;Visits;CH-Visits;Use Time;Page Impressions;Nicht werberel.;WID;Offer;
Newsnet Bern - derbund.ch;;;9916571;6609;derbund;
Newsnet D-CH;3'084'000;21638816;105368701;6605;;
Newsnet D-CH - baslerzeitung.ch;;;20159049;6605;baz;
Newsnet D-CH - bernerzeitung.ch;;;12520506;6605;bernerz;
Newsnet D-CH - derbund.ch;;;9916571;6605;derbund;
Newsnet D-CH - tagesanzeiger.ch;;;62772575;6605;tagesanz;
Newsnet F-CH;1'877'000;14833533;81519679;6624;;
Newsnet F-CH - 24heures.ch;;;10677770;6624;24heures;
Newsnet F-CH - LeMatin.ch;;;57228923;6624;lematin;
Newsnet F-CH - Tribune de Genève;;;13612986;6624;tdg;
Newsnet national;4'802'000;36310516;186888380;6623;;
Newsnet national - 24heures.ch;;;10677770;6623;24heures;
Newsnet national - baslerzeitung.ch;;;20159049;6623;baz;
Newsnet national - bernerzeitung.ch;;;12520506;6623;bernerz;
Newsnet national - derbund.ch;;;9916571;6623;derbund;
Newsnet national - LeMatin.ch;;;57228923;6623;lematin;
Newsnet national - tagesanzeiger.ch;;;62772575;6623;tagesanz;
Newsnet national - Tribune de Genève;;;13612986;6623;tdg;
PoolFéminin;412'000;699669;2670677;6619;;
PoolFéminin - annabelle.ch;;;1177465;6619;annabe;
PoolFéminin - Femina.ch;;;1493212;6619;femina;
Ringier Romandie;1'487'000;4377347;9346257;6603;;
Ringier Romandie - Illustré;;;1527111;6603;illustre;
Ringier Romandie - LE TEMPS;;;7171742;6603;letemps;
Ringier Romandie - TV8;;;647404;6603;tv8;
ROC Online;885'000;4114690;37249701;6618;;
ROC Online - arcinfo.ch;;;10504688;6618;arcinfo;
ROC Online - Journaldujura.ch;;;140309;6618;journal;
ROC Online - La Liberté;;;6729611;6618;liberte;
ROC Online - Le Nouvelliste;;;18144879;6618;nouvell;
ROC Online - Le Quotidien Jurassien;;;1730214;6618;lqj;
SRG SSR;6'850'000;51883150;204047249;6634;;
SRG SSR - RSI.ch;;;6835344;6634;rtsi;
SRG SSR - Rtr.ch;;;484053;6634;rtr;
SRG SSR - rts.ch;;;49847610;6634;rts;
SRG SSR - srf.ch;;;142829572;6634;srf;
SRG SSR - srgssr.ch;;;80105;6634;srg;
SRG SSR - swissinfo.ch;;;3855697;6634;swissinf;
SRG SSR - tvsvizzera.it;;;114868;6634;tvsvizz;
Tamedia Network - Full Reach;13'336'000;185634119;1862496643;6625;;
Tamedia Network - Full Reach - 20 Minuten Friday;;;3370335;6625;frimag;
Tamedia Network - Full Reach - 20 Minuten Tilllate;;;20356931;6625;tilllate;
Tamedia Network - Full Reach - 20 minutes Friday;;;1101960;6625;frimagfr;
Tamedia Network - Full Reach - 20min.ch - D-CH;;;926531485;6625;20minde;
Tamedia Network - Full Reach - 20min.ch - W-CH;;;209977452;6625;20minro;
Tamedia Network - Full Reach - 24heures.ch;;;10677770;6625;24heures;
Tamedia Network - Full Reach - annabelle.ch;;;1177465;6625;annabe;
Tamedia Network - Full Reach - baslerzeitung.ch;;;20159049;6625;baz;
Tamedia Network - Full Reach - bernerzeitung.ch;;;12520506;6625;bernerz;
Tamedia Network - Full Reach - derbund.ch;;;9916571;6625;derbund;
Tamedia Network - Full Reach - doodle.com;;;7810008;6625;doodle;
Tamedia Network - Full Reach - Femina.ch;;;1493212;6625;femina;
Tamedia Network - Full Reach - fuw.ch;;;2251268;6625;fininfo;
Tamedia Network - Full Reach - homegate.ch;;;191403561;6625;homegate;
Tamedia Network - Full Reach - LeMatin.ch;;;57228923;6625;lematin;
Tamedia Network - Full Reach - schweizerfamilie.ch;;;176184;6625;chfamili;
Tamedia Network - Full Reach - Starticket;;;3454932;6625;startick;
Tamedia Network - Full Reach - tagesanzeiger.ch;;;62772575;6625;tagesanz;
Tamedia Network - Full Reach - tio.ch;;;35441921;6625;ticinonl;
Tamedia Network - Full Reach - Tribune de Genève;;;13612986;6625;tdg;
Tamedia Network - Full Reach - tutti.ch;;;245921561;6625;tutti;
Tamedia Network - Full Reach - zattoo.com;;;25139988;6625;zattoo;
Tamedia Network - News & Editorial;9'905'000;154854297;1358839238;6640;;
Tamedia Network - News & Editorial - 20min.ch - D-CH;;;926531485;6640;20minde;
Tamedia Network - News & Editorial - 20min.ch - W-CH;;;209977452;6640;20minro;
Tamedia Network - News & Editorial - 24heures.ch;;;10677770;6640;24heures;
Tamedia Network - News & Editorial - baslerzeitung.ch;;;20159049;6640;baz;
Tamedia Network - News & Editorial - bernerzeitung.ch;;;12520506;6640;bernerz;
Tamedia Network - News & Editorial - derbund.ch;;;9916571;6640;derbund;
Tamedia Network - News & Editorial - LeMatin.ch;;;57228923;6640;lematin;
Tamedia Network - News & Editorial - tagesanzeiger.ch;;;62772575;6640;tagesanz;
Tamedia Network - News & Editorial - tio.ch;;;35441921;6640;ticinonl;
Tamedia Network - News & Editorial - Tribune de Genève;;;13612986;6640;tdg;
Tamedia Publications romandes;2'022'000;15517906;83655819;6602;;
Tamedia Publications romandes - 24heures.ch;;;10677770;6602;24heures;
Tamedia Publications romandes - Bilan;;;642928;6602;bilan;
Tamedia Publications romandes - Femina.ch;;;1493212;6602;femina;
Tamedia Publications romandes - LeMatin.ch;;;57228923;6602;lematin;
Tamedia Publications romandes - Tribune de Genève;;;13612986;6602;tdg;
tio.ch;518'000;7246367;35973824;6601;;
tio.ch - laRegione;;;531903;6601;regione;
tio.ch - tio.ch;;;35441921;6601;ticinonl;
TV Premium Network;1'514'000;11621544;43128854;6642;;
TV Premium Network - Teleboy.ch;;;9768074;6642;teleboy;
TV Premium Network - wilmaa.com;;;8220792;6642;wilmaa;
TV Premium Network - zattoo.com;;;25139988;6642;zattoo;
Viacom Netzwerk;101'000;332346;1274381;6644;;
Viacom Netzwerk - mtv.ch;;;422883;6644;mtv;
Viacom Netzwerk - nick.ch;;;802422;6644;nick;
Viacom Netzwerk - vivatv.ch;;;49076;6644;vivatv;
